student_id,gender,study_mode,subject,attendance,study_hours,internal_marks,participation,previous_score,assignment_completion,weak_subjects,final_score,performance_level
STU1564,Female,Online,Science,64.2,2.7,49.6,10.0,64.8,20.0,1,69.3,Average
STU1565,Female,Online,Mathematics,66.7,5.2,66.1,9.0,85.0,36.1,2,88.5,High
STU1566,Male,Classroom,English,70.4,4.9,57.8,4.4,88.8,43.5,1,75.9,High
STU1567,Female,Blended,Mathematics,64.0,3.6,31.1,6.9,76.3,43.5,3,63.2,Average
STU1568,Male,Classroom,Science,79.9,2.8,46.3,7.5,51.5,22.5,1,67.5,Average
STU1569,Female,Blended,Computer Science,86.8,4.6,54.5,2.5,73.4,39.0,1,84.5,High
STU1570,Female,Blended,Science,59.0,4.1,57.8,7.5,78.1,36.4,0,86.1,High
STU1571,Male,Classroom,English,78.3,1.6,54.0,10.0,76.4,34.1,1,58.6,Average
STU1572,Female,Classroom,Computer Science,75.4,3.7,67.6,7.9,77.2,33.3,3,83.2,High
STU1573,Male,Classroom,Social Science,82.1,4.2,61.0,9.7,71.7,28.1,3,79.2,High
STU1574,Male,Blended,English,77.8,2.5,51.3,6.9,66.1,34.7,1,71.9,Average
STU1575,Female,Blended,Mathematics,60.6,4.1,53.8,6.3,59.1,43.5,1,73.0,Average
STU1576,Female,Classroom,Mathematics,62.9,1.6,39.5,7.3,42.3,22.4,3,47.2,Low
STU1577,Male,Classroom,Social Science,,5.8,47.9,4.7,71.4,48.7,2,81.4,High
STU1578,Male,Classroom,Computer Science,90.3,5.7,37.1,4.4,69.4,43.0,0,83.2,High
STU1579,Male,Blended,Computer Science,51.4,3.4,,9.3,74.2,24.2,0,85.4,High
STU1580,Male,Classroom,Computer Science,82.1,4.3,56.4,9.5,49.6,49.5,3,77.7,High
STU1581,Female,Classroom,Mathematics,92.3,0.5,42.6,4.3,75.4,24.4,0,65.3,Average
STU1582,Female,Online,English,76.2,2.1,65.0,8.6,93.7,32.3,1,86.6,High
STU1583,Male,Classroom,Computer Science,84.6,3.4,51.9,6.3,68.0,47.2,2,77.5,High
STU1584,Male,Blended,Social Science,69.6,2.2,56.2,7.2,66.2,20.0,2,54.0,Average
STU1585,Male,Classroom,Science,76.6,4.9,54.0,7.5,71.0,37.5,1,91.2,High
STU1586,Female,Classroom,English,58.5,6.8,71.0,8.7,93.4,50.1,0,100.0,High
STU1587,Male,Blended,Mathematics,49.9,2.0,42.8,6.7,53.7,20.0,3,55.2,Average
STU1588,Male,Classroom,Social Science,89.3,2.5,65.6,9.6,69.6,39.9,2,73.3,Average
STU1589,Female,Classroom,Science,66.2,4.2,35.7,7.2,56.6,34.8,1,62.9,Average
STU1590,Male,Online,Computer Science,72.5,6.2,51.9,7.9,59.9,40.1,1,99.8,High
STU1591,Male,Online,Science,61.4,2.0,47.9,4.7,66.4,23.7,2,50.3,Average
STU1592,Female,Blended,Computer Science,61.1,4.2,71.9,10.0,84.5,38.2,3,93.7,High
STU1593,Female,Classroom,Computer Science,75.9,6.5,68.1,7.5,90.4,57.6,1,100.0,High
STU1594,Female,Classroom,Science,69.2,1.3,46.8,8.1,72.8,26.3,3,57.3,Average
STU1595,Male,Classroom,Computer Science,82.5,1.9,45.5,3.0,62.1,29.4,1,56.7,Average
STU1596,Female,Online,Social Science,83.4,3.2,64.4,4.7,98.0,35.7,0,76.3,High
STU1597,Female,Blended,Social Science,81.9,3.0,49.3,9.2,61.4,32.9,2,72.6,Average
STU1598,Female,Blended,Science,80.9,5.0,54.6,7.1,59.6,37.5,1,75.7,High
STU1599,Female,Online,Computer Science,96.9,4.2,47.9,2.3,43.9,41.7,1,63.8,Average
STU1600,Female,Classroom,English,65.2,1.1,66.5,8.8,85.1,20.0,3,72.7,Average
STU1601,Male,Blended,English,77.3,4.6,60.4,5.3,79.6,53.0,2,84.0,High
STU1602,Female,Classroom,English,91.6,2.9,66.5,9.6,98.0,46.7,0,85.8,High
STU1603,Female,Classroom,Computer Science,93.2,5.7,50.0,6.3,48.9,53.5,2,86.6,High
STU1604,Female,Online,Mathematics,60.9,2.9,58.0,7.0,86.0,31.8,1,75.5,High
STU1605,Female,Online,Science,74.3,2.8,51.8,9.1,67.9,31.4,3,67.2,Average
STU1606,Female,Classroom,Mathematics,94.3,4.6,56.7,4.5,77.5,32.2,0,89.3,High
STU1607,Male,Classroom,Science,84.1,4.9,36.0,4.3,45.6,40.3,2,66.0,Average
STU1608,Male,Blended,Mathematics,80.3,4.5,67.8,6.1,86.1,40.7,1,81.4,High
STU1609,Male,Classroom,Mathematics,75.4,1.3,43.4,,77.2,25.9,3,72.5,Average
STU1610,Female,Blended,Computer Science,73.4,4.6,44.5,3.6,66.5,41.8,1,72.4,Average
STU1611,Male,Blended,English,81.5,2.2,46.0,2.8,75.4,34.7,0,64.5,Average
STU1612,Male,Classroom,Mathematics,75.0,4.2,64.5,8.3,57.0,32.9,0,80.0,High
STU1613,Female,Classroom,Computer Science,77.5,1.7,38.6,5.2,59.5,20.0,2,60.6,Average
STU1614,Female,Classroom,Social Science,78.9,4.5,44.4,5.6,61.0,51.0,2,70.4,Average
STU1615,Male,Online,Social Science,69.9,2.6,28.9,2.4,42.9,32.9,5,30.4,Low
STU1616,Female,Classroom,Social Science,84.4,1.9,60.7,5.0,78.2,23.9,2,62.3,Average
STU1617,Female,Blended,Social Science,100.0,4.9,41.6,6.5,82.5,44.7,1,95.3,High
STU1618,Male,Classroom,English,56.7,4.2,42.0,8.5,57.9,34.5,2,75.6,High
STU1619,Female,Blended,Social Science,81.9,2.9,67.5,4.8,71.5,31.8,3,67.4,Average
STU1620,Other,Classroom,Social Science,68.9,6.0,62.8,10.0,63.5,51.1,0,100.0,High
STU1621,Female,Classroom,Science,84.9,3.1,41.8,5.0,71.3,53.8,1,75.9,High
STU1622,Female,Blended,Social Science,,3.8,45.7,5.0,58.8,37.4,0,70.4,Average
STU1623,Female,Blended,Computer Science,87.1,4.2,,9.9,55.5,46.9,3,78.5,High
STU1624,Female,Classroom,Computer Science,92.1,2.9,62.0,7.0,80.7,20.9,2,78.8,High
STU1625,Male,Classroom,Social Science,80.3,4.5,63.5,5.3,66.2,35.8,1,75.1,High
STU1626,Male,Online,Science,91.6,3.0,62.2,6.2,93.3,44.4,1,84.1,High
STU1627,Male,Classroom,Science,49.9,3.2,47.1,9.5,67.6,32.8,2,71.9,Average
STU1628,Male,Classroom,Computer Science,97.1,5.8,63.8,9.7,55.0,20.0,1,82.6,High
STU1629,Female,Classroom,Computer Science,82.5,2.2,46.0,4.7,83.0,33.8,1,67.2,Average
STU1630,Female,Classroom,Social Science,90.9,0.5,40.7,6.4,75.2,37.4,1,59.1,Average
STU1631,Female,Blended,Social Science,63.4,6.2,45.8,6.7,76.4,29.9,1,92.6,High
STU1632,Male,Blended,Computer Science,68.0,7.6,49.3,4.3,82.5,64.7,0,87.1,High
STU1633,Male,Blended,Social Science,79.8,3.2,40.4,6.4,58.5,20.0,1,63.8,Average
STU1634,Female,Blended,Mathematics,77.8,0.9,35.7,6.5,65.3,29.2,1,53.3,Average
STU1635,Male,Classroom,Social Science,81.4,3.3,55.5,9.0,64.8,35.8,2,82.3,High
STU1636,Male,Blended,Mathematics,91.0,3.4,41.3,9.2,50.2,20.0,2,69.2,Average
STU1637,Female,Classroom,English,56.8,3.5,25.0,5.8,63.6,34.3,1,72.9,Average
STU1638,Male,Classroom,Mathematics,89.7,2.1,46.7,6.0,84.4,39.0,2,74.2,Average
STU1639,Male,Blended,English,78.1,4.7,52.8,8.0,70.1,44.3,2,80.0,High
STU1640,Male,Classroom,Science,75.6,4.6,40.1,5.2,49.5,43.8,3,67.1,Average
STU1641,Female,Classroom,Mathematics,60.3,1.6,49.4,7.8,46.8,20.0,3,49.7,Low
STU1642,Female,Classroom,Computer Science,84.0,4.8,56.9,6.3,88.6,27.6,0,95.4,High
STU1643,Male,Blended,Computer Science,49.0,6.9,56.8,4.4,65.8,50.9,0,79.3,High
STU1644,Male,Classroom,Mathematics,85.8,4.1,46.2,4.4,58.6,51.9,0,69.7,Average
STU1645,Other,Blended,Computer Science,60.1,3.3,50.9,9.7,63.4,41.2,1,78.1,High
STU1646,Male,Blended,Mathematics,78.6,3.6,37.4,6.2,47.8,20.0,2,68.9,Average
STU1647,Female,Blended,Mathematics,76.6,4.7,64.1,10.0,85.5,30.3,0,83.0,High
STU1648,Female,Classroom,Mathematics,92.0,1.2,38.1,5.4,61.9,20.0,2,62.7,Average
STU1649,Male,Blended,English,75.9,4.0,59.6,7.1,84.8,24.7,0,84.9,High
STU1650,Female,Classroom,Computer Science,69.7,3.2,52.5,10.0,67.7,34.0,0,68.9,Average
STU1651,Male,Online,English,71.9,6.6,52.7,4.2,85.6,51.0,1,73.4,Average
STU1652,Male,Blended,Computer Science,93.3,3.5,54.0,2.3,70.3,24.2,1,60.5,Average
STU1653,Female,Classroom,English,84.4,6.3,68.3,9.3,78.1,57.6,0,100.0,High
STU1654,Female,Blended,Computer Science,73.4,2.1,44.1,4.7,76.3,31.1,0,65.6,Average
STU1655,Female,Classroom,Social Science,75.2,4.7,56.3,6.5,75.1,35.8,2,84.6,High
STU1656,Female,Classroom,Science,59.2,4.3,48.8,5.2,71.5,33.3,3,65.4,Average
STU1657,Male,Classroom,Mathematics,82.7,2.5,42.4,7.1,64.0,20.0,1,59.7,Average
STU1658,Female,Blended,Mathematics,56.9,4.1,55.0,4.4,91.9,30.1,0,76.8,High
STU1659,Female,Blended,English,87.0,5.6,46.9,6.1,55.2,46.9,3,78.0,High
STU1660,Female,Online,English,79.5,3.3,44.9,7.5,67.1,36.0,0,77.3,High
STU1661,Female,Classroom,Mathematics,100.0,1.3,33.4,4.3,67.2,29.5,5,44.1,Low
STU1662,Male,Blended,Social Science,64.8,3.8,46.3,5.0,72.2,35.0,4,69.6,Average
STU1663,Male,Blended,Social Science,76.8,2.4,48.7,5.7,61.4,26.8,0,62.7,Average
STU1664,Male,Blended,Science,99.6,3.3,44.2,3.4,71.1,38.3,1,65.3,Average
STU1665,Male,Classroom,Mathematics,92.3,3.7,67.8,5.6,64.8,45.8,1,76.7,High
STU1666,Female,Classroom,Mathematics,69.6,1.2,43.7,6.8,46.4,21.4,2,57.2,Average
STU1667,Male,Blended,Science,80.7,1.4,53.8,5.6,67.1,26.8,2,59.1,Average
STU1668,Female,Classroom,Social Science,78.0,4.5,52.2,5.9,52.7,38.1,3,66.0,Average
STU1669,Male,Classroom,English,81.4,3.0,54.6,6.5,44.5,27.8,2,69.2,Average
STU1670,Female,Blended,Mathematics,69.6,0.5,35.6,5.1,68.8,21.7,1,63.4,Average
STU1671,Female,Classroom,English,76.9,5.0,40.0,8.0,73.3,38.3,1,84.6,High
STU1672,Female,Classroom,Mathematics,58.8,4.2,53.5,9.7,73.8,39.5,2,88.3,High
STU1673,Male,Classroom,Science,79.6,2.7,53.7,5.5,74.4,30.9,0,79.3,High
STU1674,Female,Blended,Science,83.4,1.8,41.1,7.6,41.9,25.5,1,54.4,Average
STU1675,Male,Online,Computer Science,75.3,5.1,48.3,6.0,49.3,39.2,4,68.7,Average
STU1676,Female,Classroom,English,58.6,4.3,69.2,7.3,92.7,31.8,0,82.2,High
STU1677,Male,Classroom,Social Science,89.9,7.4,63.3,9.9,53.4,44.9,1,100.0,High
STU1678,Male,Blended,Mathematics,82.4,4.4,62.9,7.6,74.9,43.9,1,83.5,High
STU1679,Female,Classroom,Computer Science,69.3,4.4,35.6,2.6,58.1,37.5,2,59.4,Average
STU1680,Female,Online,Mathematics,74.6,3.5,44.2,7.5,68.0,41.7,4,63.7,Average
STU1681,Female,Blended,Science,,5.0,63.9,9.2,58.8,36.3,2,80.6,High
STU1682,Male,Classroom,Social Science,65.7,4.7,54.0,6.0,74.3,53.7,0,87.4,High
STU1683,Male,Classroom,Computer Science,71.5,5.7,53.8,8.7,68.8,42.6,0,91.2,High
STU1684,Female,Classroom,Mathematics,92.7,3.0,42.3,5.0,61.2,27.3,1,55.5,Average
STU1685,Female,Blended,English,70.3,3.1,34.3,3.2,53.3,22.1,2,49.3,Low
STU1686,Female,Classroom,Computer Science,85.7,3.1,47.0,6.8,70.5,20.4,0,65.3,Average
STU1687,Female,Online,Social Science,71.5,5.0,32.5,2.6,51.2,51.4,3,63.3,Average
STU1688,Male,Blended,Computer Science,81.0,6.0,46.9,6.0,72.6,58.8,0,94.4,High
STU1689,Female,Online,Mathematics,76.3,3.1,62.9,9.3,98.0,38.8,3,85.9,High
STU1690,Female,Online,English,88.5,3.2,46.5,2.3,84.6,25.7,3,60.2,Average
STU1691,Male,Classroom,Mathematics,71.6,4.3,58.0,3.7,76.3,50.6,1,79.1,High
STU1692,Male,Blended,Mathematics,59.1,3.4,46.1,4.2,65.9,27.1,2,59.2,Average
STU1693,Male,Blended,English,61.4,5.2,44.9,6.4,41.8,38.2,0,66.9,Average
STU1694,Female,Classroom,Computer Science,71.6,0.5,30.5,5.7,49.8,29.7,4,44.1,Low
STU1695,Male,Classroom,Mathematics,63.0,2.6,56.0,9.6,83.7,34.2,1,83.1,High
STU1696,Male,Classroom,Computer Science,82.9,2.6,51.0,8.6,56.7,50.0,1,78.5,High
STU1697,Male,Classroom,Computer Science,72.4,0.5,46.5,7.6,57.9,21.3,2,49.2,Low
STU1698,Female,Online,Computer Science,100.0,2.4,49.4,6.8,64.8,30.0,1,78.0,High
STU1699,Male,Classroom,Science,57.1,2.4,49.4,7.4,53.2,21.2,2,56.1,Average
STU1700,Male,Blended,Science,80.4,3.5,,4.6,51.1,20.0,3,62.4,Average
STU1701,Male,Online,Mathematics,64.5,5.5,61.1,8.4,66.3,40.9,0,87.0,High
STU1702,Male,Classroom,Science,72.1,3.4,38.2,4.1,55.4,41.3,4,54.7,Average
STU1703,Male,Blended,Science,79.7,2.3,34.4,8.3,57.4,34.6,1,50.1,Average
STU1704,Male,Classroom,Science,50.1,3.7,49.6,9.1,56.8,32.3,4,63.4,Average
STU1705,Male,Classroom,Mathematics,80.8,5.4,62.9,7.0,73.8,36.9,0,92.3,High
STU1706,Female,Classroom,Mathematics,100.0,2.3,52.7,6.1,64.0,34.6,2,65.8,Average
STU1707,Female,Classroom,Social Science,72.6,2.4,50.7,7.4,64.7,37.0,1,79.4,High
STU1708,Male,Classroom,Computer Science,81.1,4.6,45.2,1.0,74.8,41.7,1,64.7,Average
STU1709,Male,Classroom,Science,90.3,3.5,46.4,7.2,65.2,38.5,3,67.9,Average
STU1710,Male,Classroom,Social Science,76.0,4.8,55.0,6.3,63.4,34.3,3,69.6,Average
STU1711,Male,Classroom,Science,71.0,3.8,55.0,6.4,73.1,41.8,3,69.6,Average
STU1712,Male,Blended,Science,50.7,4.9,51.4,8.1,75.7,20.0,1,86.4,High
STU1713,Male,Classroom,Computer Science,85.7,2.2,55.3,6.3,65.1,32.9,2,75.6,High
STU1714,Female,Blended,English,76.6,3.8,41.1,4.0,68.0,55.3,1,66.4,Average
STU1715,Male,Online,Science,65.8,3.5,40.7,6.2,56.8,20.3,1,60.3,Average
STU1716,Female,Blended,Science,79.5,2.0,54.9,6.6,55.8,25.6,1,56.8,Average
STU1717,Male,Blended,English,71.0,1.5,54.9,6.8,77.0,23.4,1,73.5,Average
STU1718,Male,Blended,Computer Science,71.7,4.8,52.5,6.9,72.8,36.8,1,89.1,High
STU1719,Female,Blended,Science,85.3,3.3,58.1,8.8,72.9,44.4,0,84.0,High
STU1720,Female,Online,English,61.9,2.3,44.4,4.1,70.7,28.3,2,49.1,Low
STU1721,Female,Online,Science,90.6,3.7,33.7,6.9,67.6,39.2,3,61.7,Average
STU1722,Male,Classroom,English,61.2,5.5,53.7,9.3,76.1,49.5,2,89.8,High
STU1723,Female,Blended,Mathematics,70.0,0.5,40.9,2.7,79.2,20.0,1,53.6,Average
STU1724,Female,Blended,Social Science,100.0,1.6,50.9,6.9,78.8,54.7,0,63.5,Average
STU1725,Male,Classroom,Computer Science,91.5,2.4,48.8,5.2,65.7,32.4,2,63.1,Average
STU1726,Female,Blended,Science,79.2,6.0,68.9,5.7,85.0,48.6,0,100.0,High
STU1727,Male,Blended,Computer Science,66.7,4.2,46.3,4.5,70.0,21.7,3,64.9,Average
STU1728,Male,Blended,Mathematics,71.6,5.0,47.6,6.1,75.2,36.4,1,90.1,High
STU1729,Female,Classroom,Science,78.9,2.1,56.1,10.0,70.7,38.8,4,73.3,Average
STU1730,Female,Classroom,English,78.5,2.1,41.9,3.7,70.2,20.0,0,55.1,Average
STU1731,Other,Classroom,English,76.9,4.5,44.0,3.9,57.4,20.9,3,62.1,Average
STU1732,Male,Blended,Computer Science,77.6,3.9,47.9,3.6,76.1,35.5,1,71.8,Average
STU1733,Female,Online,Social Science,75.4,4.6,84.2,10.0,98.0,52.7,0,100.0,High
STU1734,Male,Online,Science,60.7,3.5,29.3,5.5,62.1,31.6,0,58.9,Average
STU1735,Male,Classroom,Science,71.8,4.2,48.6,6.4,67.9,34.5,2,83.0,High
STU1736,Female,Classroom,Computer Science,89.0,4.0,49.4,5.6,61.2,24.1,2,65.7,Average
STU1737,Male,Blended,Science,61.6,5.0,40.7,4.4,60.7,41.7,4,71.2,Average
STU1738,Male,Blended,Mathematics,75.7,5.0,65.9,6.0,87.1,47.0,2,85.8,High
STU1739,Female,Classroom,Social Science,68.2,1.4,52.3,10.0,58.3,20.0,2,62.1,Average
STU1740,Male,Classroom,Computer Science,79.3,0.5,45.9,9.6,60.8,30.6,1,64.7,Average
STU1741,Female,Classroom,Social Science,73.3,5.3,41.7,4.6,46.4,48.2,0,70.8,Average
STU1742,Female,Blended,Mathematics,95.7,5.6,54.9,7.9,57.2,58.2,3,89.3,High
STU1743,Female,Blended,Mathematics,84.1,2.3,37.0,4.7,44.8,33.5,2,41.3,Low
STU1744,Male,Classroom,English,62.3,1.0,39.4,2.6,75.2,22.8,4,46.3,Low
STU1745,Male,Online,Social Science,86.1,3.9,65.1,8.7,98.0,43.8,1,79.7,High
STU1746,Male,Blended,Mathematics,68.7,5.2,56.8,9.1,62.2,49.8,2,83.5,High
STU1747,Female,Online,Mathematics,71.1,6.5,57.2,8.8,45.3,35.1,1,92.5,High
STU1748,Male,Classroom,Mathematics,81.8,4.6,47.0,5.5,78.7,28.3,2,81.3,High
STU1749,Male,Classroom,Computer Science,72.1,3.2,37.8,6.1,57.5,26.4,2,54.4,Average
STU1750,Female,Online,Computer Science,88.7,2.5,45.4,8.1,83.9,31.3,1,69.5,Average
STU1751,Female,Online,Computer Science,68.7,3.8,55.9,7.4,63.3,38.2,2,69.8,Average
STU1752,Male,Online,Mathematics,70.6,3.4,46.6,5.6,58.8,34.9,2,66.0,Average
STU1753,Female,Blended,Computer Science,70.1,2.3,44.0,2.9,64.7,34.4,1,45.6,Low
STU1754,Male,Classroom,English,71.2,6.9,50.7,6.8,76.9,59.7,1,95.3,High
STU1755,Male,Classroom,Mathematics,91.2,6.5,73.4,8.9,64.0,46.3,1,100.0,High
STU1756,Female,Classroom,Science,85.5,5.5,45.1,3.9,60.5,46.8,2,74.5,Average
STU1757,Other,Online,English,98.5,2.4,52.7,7.9,64.4,27.0,1,76.4,High
STU1758,Male,Classroom,Science,100.0,5.1,57.7,7.2,50.5,45.5,0,88.3,High
STU1759,Male,Blended,Social Science,65.6,4.8,48.9,8.2,72.2,42.3,3,75.3,High
STU1760,Male,Online,English,78.8,4.5,43.4,8.4,43.8,20.0,4,54.3,Average
STU1761,Male,Online,Science,63.9,5.7,50.3,5.0,61.2,61.6,2,79.3,High
STU1762,Male,Online,Computer Science,68.7,4.8,70.0,2.9,76.9,42.1,1,74.7,Average
STU1763,Female,Blended,Computer Science,70.4,4.9,54.2,5.3,70.9,35.1,1,76.1,High
STU1764,Female,Classroom,Mathematics,65.3,4.8,68.4,8.5,74.7,55.2,3,88.6,High
STU1765,Female,Online,Computer Science,65.4,4.3,56.9,5.3,66.2,33.2,1,83.4,High
STU1766,Female,Classroom,Science,76.3,1.1,50.4,5.0,82.2,22.9,1,61.8,Average
STU1767,Female,Classroom,Science,63.4,3.9,40.7,2.5,79.0,28.4,3,65.7,Average
STU1768,Female,Online,Computer Science,88.1,3.0,65.0,10.0,72.8,48.9,2,74.7,Average
STU1769,Other,Blended,English,67.0,1.9,41.8,8.3,79.1,24.8,4,62.4,Average
STU1770,Female,Blended,Science,100.0,6.3,76.3,8.2,76.8,54.9,0,100.0,High
STU1771,Female,Classroom,Mathematics,72.6,6.4,58.6,8.6,61.3,59.0,2,99.2,High
STU1772,Female,Classroom,English,78.9,5.8,32.7,7.8,49.5,52.0,4,70.7,Average
STU1773,Male,Online,Science,62.5,4.2,48.6,6.0,72.5,34.7,1,73.4,Average
STU1774,Female,Blended,Social Science,98.5,5.8,64.4,6.1,74.1,58.8,1,100.0,High
STU1775,Male,Classroom,English,,3.8,54.5,5.6,81.2,58.6,0,84.8,High
STU1776,Male,Blended,Social Science,81.6,4.1,58.0,10.0,54.8,42.7,3,71.9,Average
STU1777,Female,Online,Science,61.8,2.2,37.1,7.7,55.2,26.7,1,74.7,Average
STU1778,Other,Online,Social Science,80.5,4.4,44.0,5.5,73.0,40.6,1,71.1,Average
STU1779,Female,Classroom,Mathematics,64.5,3.9,50.2,7.5,66.1,45.3,0,78.0,High
STU1780,Male,Blended,Science,95.5,1.8,37.0,4.3,42.5,23.8,5,46.5,Low
STU1781,Female,Classroom,Mathematics,87.7,3.7,56.1,9.8,71.9,37.1,3,82.6,High
STU1782,Male,Classroom,Mathematics,79.1,3.7,48.8,5.0,42.9,22.9,2,60.6,Average
STU1783,Male,Classroom,Social Science,48.8,6.5,44.7,7.6,54.7,35.6,0,82.5,High
STU1784,Female,Blended,Computer Science,66.2,5.1,64.3,8.8,84.6,37.9,3,87.1,High
STU1785,Female,Blended,Computer Science,86.3,3.8,62.0,7.3,90.7,37.8,0,83.5,High
STU1786,Female,Classroom,English,92.6,4.2,37.4,6.7,51.2,55.0,1,87.3,High
STU1787,Female,Classroom,English,91.3,3.9,42.0,6.5,62.7,43.3,0,76.3,High
STU1788,Other,Classroom,Computer Science,58.9,3.5,48.0,6.4,67.6,24.0,1,72.6,Average
STU1789,Male,Classroom,Social Science,81.6,2.2,67.9,5.2,90.2,22.4,0,75.1,High
STU1790,Male,Blended,English,90.2,3.6,52.2,5.5,60.6,47.9,1,72.2,Average
STU1791,Other,Classroom,Computer Science,58.1,2.7,36.7,9.8,60.8,37.8,3,60.5,Average
STU1792,Male,Classroom,Science,77.9,1.9,,6.3,87.1,27.0,1,56.6,Average
STU1793,Male,Online,Social Science,81.3,4.6,53.8,4.8,62.1,36.3,2,73.0,Average
STU1794,Female,Classroom,Mathematics,74.4,,52.7,5.4,76.4,47.0,0,79.8,High
STU1795,Female,Online,Science,55.8,1.1,47.3,8.9,47.8,20.0,3,57.7,Average
STU1796,Female,Blended,Social Science,74.1,3.6,45.3,8.0,64.8,38.5,4,61.2,Average
STU1797,Female,Blended,Mathematics,74.1,5.3,50.5,7.7,45.4,61.8,1,77.6,High
STU1798,Female,Blended,Mathematics,76.2,5.4,54.5,5.9,53.3,45.3,2,72.5,Average
STU1799,Female,Classroom,Science,71.2,5.3,56.1,7.8,77.9,37.2,0,99.7,High
STU1800,Female,Blended,English,72.7,3.9,45.1,5.1,66.4,38.2,3,61.5,Average
STU1801,Female,Blended,Social Science,77.5,2.5,45.9,5.9,62.9,25.8,1,68.1,Average
STU1802,Female,Classroom,Social Science,83.3,2.2,51.6,8.6,57.3,20.0,3,69.4,Average
STU1803,Female,Blended,English,74.3,4.3,53.4,8.4,64.1,44.8,1,80.8,High
STU1804,Female,Blended,Social Science,73.1,4.4,56.5,4.3,70.9,46.1,2,66.7,Average
STU1805,Male,Online,Computer Science,79.1,5.7,53.7,4.6,79.8,42.7,1,78.7,High
STU1806,Male,Blended,Social Science,54.9,5.4,,6.7,32.9,37.5,2,69.3,Average
STU1807,Male,Classroom,Science,83.7,3.6,66.5,10.0,56.2,30.4,3,70.0,Average
STU1808,Female,Online,English,78.0,1.9,37.0,2.3,69.1,23.7,1,57.0,Average
STU1809,Female,Online,Mathematics,78.5,3.3,46.4,7.1,65.7,29.8,3,68.6,Average
STU1810,Female,Blended,Mathematics,89.5,4.1,49.9,3.5,72.2,30.4,1,76.5,High
STU1811,Female,Classroom,Computer Science,54.6,3.5,47.0,5.1,70.5,45.0,2,69.4,Average
STU1812,Female,Blended,Mathematics,54.3,2.9,40.9,5.7,63.0,31.0,1,56.4,Average
STU1813,Other,Blended,English,81.3,4.2,48.2,5.6,60.2,42.9,2,66.4,Average
STU1814,Female,Classroom,Computer Science,77.9,3.0,46.1,5.3,63.8,39.0,1,72.2,Average
STU1815,Female,Online,Mathematics,80.0,,55.6,6.5,81.9,38.1,2,70.7,Average
STU1816,Male,Blended,English,72.5,,29.7,5.3,57.5,33.7,2,48.2,Low
STU1817,Male,Online,Computer Science,86.0,3.2,58.6,3.3,66.2,35.3,1,73.5,Average
STU1818,Female,Blended,Social Science,89.2,4.2,55.4,8.2,69.4,38.8,1,78.1,High
STU1819,Female,Classroom,Science,83.8,4.2,66.2,8.2,87.3,43.7,1,94.4,High
STU1820,Male,Online,Social Science,74.9,2.1,38.6,8.4,63.1,30.8,1,73.6,Average
STU1821,Female,Blended,Social Science,52.7,3.1,42.3,3.1,79.5,23.4,1,62.1,Average
STU1822,Male,Classroom,Computer Science,87.2,6.0,58.7,7.2,83.0,38.4,0,100.0,High
STU1823,Male,Classroom,Science,92.7,2.1,61.1,8.0,66.2,32.1,5,65.8,Average
STU1824,Female,Classroom,Computer Science,85.7,0.6,36.4,4.2,64.3,20.0,4,53.9,Average
STU1825,Male,Blended,Computer Science,67.4,1.0,47.3,6.5,62.7,20.0,3,45.5,Low
STU1826,Female,Classroom,Science,86.1,3.8,45.9,6.2,63.7,41.9,3,70.6,Average
STU1827,Female,Online,Social Science,88.3,3.8,58.2,10.0,78.1,47.9,0,96.0,High
STU1828,Female,Online,Social Science,96.7,3.6,57.4,10.0,70.0,60.8,0,89.9,High
STU1829,Other,Blended,English,67.5,5.6,58.2,2.8,70.1,38.5,1,86.2,High
STU1830,Female,Classroom,Computer Science,75.3,0.5,30.2,10.0,52.4,20.0,1,51.7,Average
STU1831,Female,Blended,English,87.0,4.4,36.7,4.5,54.4,31.0,1,81.3,High
STU1832,Male,Classroom,Computer Science,78.7,6.1,55.5,8.7,94.9,50.9,0,100.0,High
STU1833,Female,Blended,Social Science,,2.1,40.4,8.6,64.7,28.1,3,62.1,Average
STU1834,Male,Classroom,Mathematics,83.0,3.2,37.8,4.3,56.9,26.8,1,66.0,Average
STU1835,Male,Online,Mathematics,84.9,2.7,46.1,7.6,85.6,31.0,2,81.5,High
STU1836,Male,Classroom,Science,79.1,2.5,43.9,6.3,70.7,20.0,2,57.0,Average
STU1837,Male,Classroom,Social Science,80.6,3.3,40.5,7.7,74.5,42.3,2,65.9,Average
STU1838,Male,Online,Science,74.9,5.9,48.3,7.0,65.2,40.5,0,95.7,High
STU1839,Female,Blended,Social Science,95.7,6.6,70.0,9.1,62.9,54.3,3,99.4,High
STU1840,Other,Online,English,67.2,3.3,50.8,6.7,64.8,20.5,2,65.9,Average
STU1841,Male,Online,Science,71.0,6.7,50.8,6.1,49.0,44.5,3,79.5,High
STU1842,Male,Classroom,Social Science,78.1,3.9,47.3,8.9,65.9,35.5,1,64.6,Average
STU1843,Male,Classroom,English,88.5,6.4,50.5,7.8,70.8,51.9,2,91.9,High
STU1844,Male,Blended,Science,60.0,3.7,51.3,8.1,91.1,37.0,1,77.3,High
STU1845,Male,Blended,Mathematics,62.3,4.0,47.4,5.0,68.1,45.2,1,77.3,High
STU1846,Female,Online,Mathematics,53.5,4.3,41.2,4.2,36.7,39.3,3,61.3,Average
